#EXPORTTYPE:DATA SINGLE
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:001924
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#DATE/TIME:13.12.2016 15:32
#CORR. FILE:001923_bline_Al_250_16_N2_20.ngb-bd3
#TEMPCAL:TCALZERO.TMX
#SENSITIVITY:SENSZERO.EXX
#SAMPLE MASS /mg:8.19
#MATERIAL:íåò
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:-10°C/10,0(K/min)/270°C
#SEGMENT:S2/2
#SEG. 2:-10°C/10,0(K/min)/270°C

##Temp./°C;Time/min;DSC/(uV/mg);Sensit./(uV/mW)
154.73299;19.83400;    -1.04280;1.00000
154.90363;19.85100;    -1.04168;1.00000
155.07391;19.86800;    -1.03843;1.00000
155.24405;19.88500;    -1.03792;1.00000
155.41388;19.90200;    -1.03697;1.00000
155.58360;19.91900;    -1.03392;1.00000
155.75326;19.93600;    -1.03084;1.00000
155.92314;19.95300;    -1.02766;1.00000
156.09311;19.97000;    -1.02513;1.00000
156.26324;19.98700;    -1.02290;1.00000
156.43336;20.00400;    -1.02278;1.00000
156.60355;20.02100;    -1.02261;1.00000
156.77342;20.03800;    -1.02252;1.00000
156.94326;20.05500;    -1.02243;1.00000
157.11334;20.07200;    -1.02362;1.00000
157.28370;20.08900;    -1.02392;1.00000
157.45414;20.10600;    -1.02375;1.00000
157.62471;20.12300;    -1.01878;1.00000
157.79528;20.14000;    -1.01281;1.00000
157.96580;20.15700;    -1.01019;1.00000
158.13630;20.17400;    -1.01047;1.00000
158.30653;20.19100;    -1.01206;1.00000
158.47661;20.20800;    -1.01280;1.00000
158.64666;20.22500;    -1.01138;1.00000
158.81676;20.24200;    -1.00940;1.00000
158.98704;20.25900;    -1.00731;1.00000
159.15744;20.27600;    -1.00464;1.00000
159.32781;20.29300;    -1.00113;1.00000
