#EXPORTTYPE:DATA SINGLE
#FILE:00592013__Al2O3_900_5_N2_20_air_20.ngb-ds1
#FTYPE:ANSI
#IDENTITY:005920
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#DATE/TIME:21.07.2025 08:33
#CORR. FILE:005919_bline_Al2O3_900_5_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY: 11
#OPERATOR:
#REMARK:
#SAMPLE:1
#SAMPLE MASS /mg:9.99
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35C/00:00/35C/5,0(K/min)/920C/
#SEGMENT:S1-2/2
#SEG. 1:35C/00:15/35C
#SEG. 2:35C/5,0(K/min)/920C

##Temp./C;Time/min;DSC/(uV/mg);Sensit./(uV/mW);Segment
383.69957;86.5;1.6860759445617017e-10;1.0;2
384.95855;86.75;2.1936206227626824e-10;1.0;2
386.2178;87.0;2.849740620660932e-10;1.0;2
387.47842;87.25;3.697486033074138e-10;1.0;2
388.73801;87.5;4.789052010199481e-10;1.0;2
389.99809;87.75;6.19398806834348e-10;1.0;2
391.25439;88.0;7.992690474389543e-10;1.0;2
392.51012;88.25;1.0296836006065515e-9;1.0;2
393.77304;88.5;1.3264086865301088e-9;1.0;2
395.0354;88.75;1.7058214087348753e-9;1.0;2
396.29712;89.0;2.1901125561435833e-9;1.0;2
397.55643;89.25;2.8062486257996197e-9;1.0;2
398.81709;89.5;3.5911618566290593e-9;1.0;2
400.07888;89.75;4.589572957524632e-9;1.0;2
401.33978;90.0;5.85554462079203e-9;1.0;2
402.59868;90.25;7.456399837405702e-9;1.0;2
403.85839;90.5;9.481852346749513e-9;1.0;2
405.11936;90.75;1.2041897736240591e-8;1.0;2
406.37907;91.0;1.526606068048547e-8;1.0;2
407.63825;91.25;1.9321928152065515e-8;1.0;2
408.90137;91.5;2.443576313110015e-8;1.0;2
410.15997;91.75;3.082980476638424e-8;1.0;2
411.41797;92.0;3.883323092499219e-8;1.0;2
412.67616;92.25;4.8841323959419854e-8;1.0;2
413.93518;92.5;6.134403371983954e-8;1.0;2
415.19164;92.75;7.689411033524539e-8;1.0;2
416.4495;93.0;9.626309796185238e-8;1.0;2
417.70611;93.25;1.2030036225635947e-7;1.0;2
418.9638;93.5;1.5013917087664736e-7;1.0;2
420.22125;93.75;1.8708519003995059e-7;1.0;2
421.47783;94.0;2.3273201639700966e-7;1.0;2
422.7334;94.25;2.890247966075782e-7;1.0;2
423.98984;94.5;3.5844068866436985e-7;1.0;2
425.24798;94.75;4.4397902237820787e-7;1.0;2
426.50623;95.0;5.491002648820555e-7;1.0;2
427.76242;95.25;6.778401512943545e-7;1.0;2
429.01907;95.5;8.355532515047917e-7;1.0;2
430.27473;95.75;1.0282240960560483e-6;1.0;2
431.53449;96.0;1.2642444316012992e-6;1.0;2
432.79547;96.25;1.5523676010842563e-6;1.0;2
434.05343;96.5;1.9023041559722101e-6;1.0;2
435.31265;96.75;2.3280321849688726e-6;1.0;2
436.57329;97.0;2.845317018430314e-6;1.0;2
437.83529;97.25;3.4729509387982508e-6;1.0;2
439.09275;97.5;4.229516717496539e-6;1.0;2
440.3477;97.75;5.14103679686751e-6;1.0;2
441.60436;98.0;6.241143969825488e-6;1.0;2
442.85881;98.25;7.562561384116208e-6;1.0;2
444.11734;98.5;9.15548958809442e-6;1.0;2
445.37682;98.75;1.1068575892374776e-5;1.0;2
446.63769;99.0;1.3363689318559043e-5;1.0;2
447.8979;99.25;1.6108378011217118e-5;1.0;2
449.15915;99.5;1.9389973184508406e-5;1.0;2
450.41896;99.75;2.329938931723894e-5;1.0;2
